500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,15625000
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,15625000
750,0
750,0
750,0
1000,0
1000,0
1000,15625000
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,15625000
1000,0
1000,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
10000,15625000
10000,15625000
10000,15625000
10000,0
10000,15625000
10000,15625000
10000,0
10000,15625000
10000,15625000
10000,15625000
10000,0
10000,15625000
10000,15625000
10000,0
10000,0
10000,15625000
10000,15625000
10000,0
10000,15625000
10000,15625000
15000,31250000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,0
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
15000,15625000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
25000,31250000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,46875000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
50000,62500000
75000,93750000
75000,93750000
75000,93750000
75000,109375000
75000,93750000
75000,78125000
75000,93750000
75000,109375000
75000,109375000
75000,109375000
75000,109375000
75000,93750000
75000,93750000
75000,93750000
75000,109375000
75000,109375000
75000,109375000
75000,93750000
75000,93750000
75000,93750000
100000,140625000
100000,140625000
100000,125000000
100000,125000000
100000,125000000
100000,140625000
100000,140625000
100000,125000000
100000,125000000
100000,125000000
100000,125000000
100000,140625000
100000,125000000
100000,125000000
100000,125000000
100000,125000000
100000,140625000
100000,125000000
100000,125000000
100000,125000000
250000,343750000
250000,359375000
250000,328125000
250000,343750000
250000,328125000
250000,343750000
250000,343750000
250000,359375000
250000,359375000
250000,359375000
250000,343750000
250000,359375000
250000,343750000
250000,343750000
250000,343750000
250000,343750000
250000,343750000
250000,343750000
250000,328125000
250000,359375000
500000,781250000
500000,765625000
500000,765625000
500000,765625000
500000,781250000
500000,781250000
500000,765625000
500000,781250000
500000,765625000
500000,781250000
500000,812500000
500000,812500000
500000,812500000
500000,812500000
500000,796875000
500000,812500000
500000,781250000
500000,812500000
500000,796875000
500000,812500000
750000,1187500000
750000,1171875000
750000,1171875000
750000,1171875000
750000,1171875000
750000,1171875000
750000,1218750000
750000,1234375000
750000,1218750000
750000,1218750000
750000,1203125000
750000,1234375000
750000,1234375000
750000,1187500000
750000,1234375000
750000,1203125000
750000,1218750000
750000,1218750000
750000,1187500000
750000,1234375000
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
500,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,15625000
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
750,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
1000,0
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
2500,0
2500,0
2500,15625000
2500,0
2500,0
2500,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
5000,0
5000,15625000
5000,0
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,0
7500,15625000
7500,0
7500,15625000
7500,0
7500,15625000
